archivo,PSNR_noisy,PSNR_swinir,SSIM_noisy,SSIM_swinir,ENL_noisy,ENL_swinir,ENL_gtruth
5632_16896.tiff,22.309802328914515,24.93269735642673,0.5094608791418366,0.6630693696355644,9.6055565,13.822651,18.030695
5632_17408.tiff,22.36636899362779,24.92187165764042,0.5356825182629591,0.6604040197895117,9.913661,14.132168,19.977215
5632_17920.tiff,22.055974969187634,24.414522424861037,0.5184231886809884,0.6384212041563392,10.593855,15.097074,21.587753
5632_18432.tiff,22.066896043814772,24.370218343488332,0.5048119404020408,0.6283350849467755,10.740744,15.223528,23.334856
5632_18944.tiff,22.542855425408895,24.875369876537935,0.5374118597142882,0.6528093278379458,9.406595,12.785977,17.848696
5632_19456.tiff,22.336460148015675,24.664704495394712,0.5178681467131884,0.6227337155695694,11.764791,16.960155,23.651993
5632_19968.tiff,22.552936870730417,24.852843174512845,0.5483639209705486,0.6487747496297621,11.4632,16.449272,22.698526
5632_2048.tiff,19.438140810967933,20.777916902109453,0.4126476963487995,0.5062873685066446,13.063561,16.92501,28.550774
5632_20480.tiff,22.30688389480516,24.57956321523735,0.49209122344487216,0.6175269817264547,12.16533,17.87222,22.3638
5632_20992.tiff,23.901950019994587,25.487520179026856,0.6716316008120067,0.8063970918764167,2.2976058,2.5008073,2.4339154
5632_21504.tiff,23.37636799491846,25.13104441483047,0.5979960565829033,0.7522068560255147,3.1546643,3.5206199,3.2059999
5632_22016.tiff,22.952953845603634,25.140112227475303,0.5309172380670097,0.6738549538757,5.2268314,6.1749945,6.559887
5632_22528.tiff,21.43108074729807,23.150502901049833,0.4729606638670481,0.6067315248997311,8.634626,11.246052,19.153782
5632_23040.tiff,24.058228997203607,26.28307756313471,0.5811448789549141,0.7436070988643934,3.3323522,3.7972374,4.355752
5632_23552.tiff,23.76490835031495,25.800503199600907,0.5617486948617189,0.7502816308159277,3.184212,3.5990212,3.7036698
5632_24064.tiff,23.801206126664177,26.184378927732155,0.5587383751088089,0.7160398484200293,3.9233305,4.543911,5.156008
5632_24576.tiff,23.230891178179043,25.93514888051555,0.498901992495962,0.660290218902467,7.2293887,9.201117,10.07679
5632_25088.tiff,22.968726741730976,25.383126333423206,0.5000088423230348,0.6502278043660251,5.360904,6.467539,7.924292
